auc,train_balance,test_balance,n_test,model,fold,seed,shift
0.49282296650717705,0.3918032786885246,0.7666666666666667,30,transformer_finbert,12,4,0.3748633879781421
0.30745341614906835,0.3918032786885246,0.7666666666666667,60,baseline_xgb,12,4,0.3748633879781421
0.2344497607655502,0.3918032786885246,0.7666666666666667,30,transformer_finbert,12,5,0.3748633879781421
0.3214285714285714,0.3918032786885246,0.7666666666666667,60,baseline_xgb,12,5,0.3748633879781421
0.2200956937799043,0.3918032786885246,0.7666666666666667,30,transformer_finbert,12,6,0.3748633879781421
0.31521739130434784,0.3918032786885246,0.7666666666666667,60,baseline_xgb,12,6,0.3748633879781421
0.03349282296650718,0.3918032786885246,0.7666666666666667,30,transformer_finbert,12,7,0.3748633879781421
0.2919254658385093,0.3918032786885246,0.7666666666666667,60,baseline_xgb,12,7,0.3748633879781421
0.2535885167464115,0.3918032786885246,0.7666666666666667,30,transformer_finbert,12,8,0.3748633879781421
0.31677018633540377,0.3918032786885246,0.7666666666666667,60,baseline_xgb,12,8,0.3748633879781421
0.3588516746411483,0.3918032786885246,0.7666666666666667,30,transformer_finbert,12,9,0.3748633879781421
0.3229813664596274,0.3918032786885246,0.7666666666666667,60,baseline_xgb,12,9,0.3748633879781421
0.5582386363636364,0.39921875,0.7333333333333333,60,baseline_xgb,13,0,0.33411458333333327
0.5539772727272727,0.39921875,0.7333333333333333,60,baseline_xgb,13,1,0.33411458333333327
0.5596590909090909,0.39921875,0.7333333333333333,60,baseline_xgb,13,2,0.33411458333333327
0.5539772727272728,0.39921875,0.7333333333333333,60,baseline_xgb,13,3,0.33411458333333327
0.5042613636363636,0.39921875,0.7333333333333333,60,baseline_xgb,13,4,0.33411458333333327
0.5369318181818181,0.39921875,0.7333333333333333,60,baseline_xgb,13,5,0.33411458333333327
0.53125,0.39921875,0.7333333333333333,60,baseline_xgb,13,6,0.33411458333333327
0.546875,0.39921875,0.7333333333333333,60,baseline_xgb,13,7,0.33411458333333327
0.5880681818181819,0.39921875,0.7333333333333333,60,baseline_xgb,13,8,0.33411458333333327
0.5781249999999999,0.39921875,0.7333333333333333,60,baseline_xgb,13,9,0.33411458333333327
0.7291666666666667,0.41567164179104477,0.65,30,transformer_finbert,14,0,0.23432835820895526
0.44322344322344326,0.41567164179104477,0.65,60,baseline_xgb,14,0,0.23432835820895526
0.736111111111111,0.41567164179104477,0.65,30,transformer_finbert,14,1,0.23432835820895526
