auc,train_balance,val_balance,test_balance,n_test,ticker,model,fold,seed,shift
0.8285573122529644,0.63125,0.5555555555555556,0.4888888888888889,90,PETR4,baseline_xgb,4,1,-0.1423611111111111
0.8660714285714286,0.63125,0.5555555555555556,0.4888888888888889,60,PETR4,transformer_finbert,4,2,-0.1423611111111111
0.8181818181818181,0.63125,0.5555555555555556,0.4888888888888889,90,PETR4,baseline_xgb,4,2,-0.1423611111111111
0.1863839285714286,0.63125,0.5555555555555556,0.4888888888888889,60,PETR4,transformer_finbert,4,3,-0.1423611111111111
0.7984189723320159,0.63125,0.5555555555555556,0.4888888888888889,90,PETR4,baseline_xgb,4,3,-0.1423611111111111
0.6294642857142857,0.63125,0.5555555555555556,0.4888888888888889,60,PETR4,transformer_finbert,4,4,-0.1423611111111111
0.7979249011857708,0.63125,0.5555555555555556,0.4888888888888889,90,PETR4,baseline_xgb,4,4,-0.1423611111111111
0.40423031727379555,0.4666666666666667,0.5444444444444444,0.5222222222222223,60,VALE3,transformer_finbert,0,0,0.05555555555555558
0.49480455220188024,0.4666666666666667,0.5444444444444444,0.5222222222222223,90,VALE3,baseline_xgb,0,0,0.05555555555555558
0.5699177438307873,0.4666666666666667,0.5444444444444444,0.5222222222222223,60,VALE3,transformer_finbert,0,1,0.05555555555555558
0.44878772884710544,0.4666666666666667,0.5444444444444444,0.5222222222222223,90,VALE3,baseline_xgb,0,1,0.05555555555555558
0.4782608695652174,0.4666666666666667,0.5444444444444444,0.5222222222222223,60,VALE3,transformer_finbert,0,2,0.05555555555555558
0.4858980702622464,0.4666666666666667,0.5444444444444444,0.5222222222222223,90,VALE3,baseline_xgb,0,2,0.05555555555555558
0.4888366627497062,0.4666666666666667,0.5444444444444444,0.5222222222222223,60,VALE3,transformer_finbert,0,3,0.05555555555555558
0.47451756556160324,0.4666666666666667,0.5444444444444444,0.5222222222222223,90,VALE3,baseline_xgb,0,3,0.05555555555555558
0.2502937720329025,0.4666666666666667,0.5444444444444444,0.5222222222222223,60,VALE3,transformer_finbert,0,4,0.05555555555555558
0.524987629886195,0.4666666666666667,0.5444444444444444,0.5222222222222223,90,VALE3,baseline_xgb,0,4,0.05555555555555558
0.7680995475113122,0.47681159420289854,0.5222222222222223,0.4222222222222222,60,VALE3,transformer_finbert,1,0,-0.054589371980676316
0.5784412955465587,0.47681159420289854,0.5222222222222223,0.4222222222222222,90,VALE3,baseline_xgb,1,0,-0.054589371980676316
0.2692307692307693,0.47681159420289854,0.5222222222222223,0.4222222222222222,60,VALE3,transformer_finbert,1,1,-0.054589371980676316
0.5521255060728745,0.47681159420289854,0.5222222222222223,0.4222222222222222,90,VALE3,baseline_xgb,1,1,-0.054589371980676316
0.6979638009049773,0.47681159420289854,0.5222222222222223,0.4222222222222222,60,VALE3,transformer_finbert,1,2,-0.054589371980676316
0.5592105263157895,0.47681159420289854,0.5222222222222223,0.4222222222222222,90,VALE3,baseline_xgb,1,2,-0.054589371980676316
0.6945701357466063,0.47681159420289854,0.5222222222222223,0.4222222222222222,60,VALE3,transformer_finbert,1,3,-0.054589371980676316
0.5597165991902834,0.47681159420289854,0.5222222222222223,0.4222222222222222,90,VALE3,baseline_xgb,1,3,-0.054589371980676316
0.5916289592760181,0.47681159420289854,0.5222222222222223,0.4222222222222222,60,VALE3,transformer_finbert,1,4,-0.054589371980676316
