date,n_articles,mean_logit_pos,mean_logit_neg,mean_logit_neu,mean_sentiment
2009-06-05,1,1.3137238025665283,-1.97307550907135,-1.332406759262085,0.0
2009-06-24,2,0.04752230644226074,-0.5869725346565247,-1.641705572605133,0.5
2009-06-25,1,1.7347230911254883,-1.7395250797271729,-1.7566795349121094,0.0
2009-06-26,3,-0.6570448080698649,0.04470362265904745,-1.44235626856486,0.6666666666666666
2009-06-29,4,1.4467595517635345,-1.93020498752594,-1.4747206270694733,0.0
2009-06-30,3,-1.6780426104863484,1.4846708377202351,-1.7803861300150554,1.0
2009-07-01,5,-0.3245729530230165,-0.5249821901321411,-1.2382979154586793,0.4
2009-07-02,4,-1.349011480808258,0.688317745923996,-1.2628418281674385,1.25
2009-07-03,3,0.5208187301953634,-2.0773300329844155,-0.7537332077821096,0.0
2009-07-06,1,0.718230128288269,-2.18237042427063,-0.48930495977401733,0.0
2009-07-07,5,-1.5815181851387023,0.9226856917142868,-1.3582611620426177,1.2
2009-07-08,4,-0.8605522215366364,0.7310450971126556,-1.6552324295043945,0.75
2009-07-10,2,-1.9279242753982544,1.5567393898963928,-1.6037482023239136,1.0
2009-07-13,2,1.2952345609664917,-1.8408318161964417,-1.4484702348709106,0.0
2009-07-14,3,-1.7380366325378418,1.3010152180989583,-1.742215593655904,1.0
2009-07-15,2,1.4906145334243774,-1.847167730331421,-1.5710729956626892,0.0
2009-07-16,2,1.550359845161438,-1.8011960983276367,-1.5963879823684692,0.0
2009-07-17,3,1.0741250316301982,-1.7031643390655518,-1.4298580884933472,0.0
2009-07-20,4,0.9079635143280029,-1.7109842896461487,-1.067640632390976,0.5
2009-07-21,4,-0.35483603179454803,-0.36125610768795013,-1.340984657406807,0.5
2009-07-22,4,-0.8842518776655197,-0.16312360763549805,-1.2758519649505615,0.75
2009-07-23,5,1.4022104024887085,-1.8078548669815064,-1.5463072061538696,0.0
2009-07-24,3,0.3567796548207601,-0.9041610558827718,-1.5749040047327678,0.3333333333333333
2009-07-27,4,-0.3225616589188576,-0.6947289630770683,-1.0893062837421894,1.0
2009-07-28,2,-1.2868404984474182,0.9353915974497795,-1.8143249154090881,1.0
2009-07-29,2,-1.5620920658111572,1.2933183908462524,-1.7950640320777893,1.0
2009-07-30,2,1.6042616963386536,-1.7091367840766907,-1.7221909761428833,0.0
2009-07-31,3,0.5681614875793457,-0.7770915428797404,-1.688692331314087,0.3333333333333333
2009-08-03,3,0.8422122001647949,-2.0482983589172363,-0.7629338403542837,0.6666666666666666
2009-08-04,4,0.4240141185000539,-1.531034991145134,-0.9160148799419403,0.5
2009-08-05,3,0.019446253776550293,-0.7105008661746979,-1.6902679204940796,0.3333333333333333
2009-08-06,5,-1.1231587290763856,0.17371902465820313,-1.0437097549438477,1.0
2009-08-07,5,0.7997386932373047,-1.8915207862854004,-1.0023198395967483,0.4
2009-08-10,5,-0.9392540454864502,-0.14512715730816125,-1.3077855467796327,0.8
2009-08-11,10,-1.199856624007225,0.47700703144073486,-1.282755845785141,0.9
2009-08-12,3,-0.513396700223287,-0.19252840677897134,-1.3577758272488911,0.6666666666666666
2009-08-13,3,-0.16540797551472983,-0.514879991610845,-1.5108810663223267,0.6666666666666666
2009-08-14,3,-1.6732333103815715,1.458683927853902,-1.8382246096928914,1.0
